     code  logKa  score
107  2zb1   6.32   6.87
108  4f9w   6.94   6.95
109  3e92   8.00   7.95
110  3e93   8.85   8.36
111  4owm   2.96   3.40
112  3twp   3.92   3.77
113  3r88   4.82   4.37
114  4gkm   5.17   5.30
115  3qqs   5.82   4.87
116  3gv9   2.12   3.74
117  3gr2   2.52   3.96
118  4kz6   3.10   4.11
119  4jxs   4.74   5.08
120  2r9w   5.10   4.40
121  2hb1   3.80   4.83
122  1bzc   4.92   4.30
123  2qbr   6.33   6.12
124  2qbq   7.44   5.98
125  2qbp   8.40   7.22
126  1q8t   4.76   5.44
127  1ydr   5.52   5.96
128  1q8u   5.96   6.47
129  1ydt   7.32   7.52
130  3ag9   8.05   9.30
131  3fcq   2.77   4.25
132  1z9g   5.64   7.07
133  1qf1   7.32   6.69
134  5tmn   8.04   9.01
135  4tmn  10.17  10.21
136  4ddk   2.29   2.73
137  4ddh   3.32   4.62
138  3ivg   4.30   4.30
139  3coz   5.57   4.43
140  3coy   6.02   6.05
141  3pxf   4.43   4.45
142  4eor   6.30   6.96
143  2xnb   6.83   6.04
144  1pxn   7.15   5.66
145  2fvd   8.52   8.56
146  4k77   6.63   5.75
147  4e5w   7.66   7.53
148  4ivb   8.72   8.18
149  4ivd   9.52   8.80
150  4ivc  10.00   9.50
151  4f09   6.70   6.09
152  4gfm   7.22   6.69
153  4hge   7.92   7.38
154  4e6q   8.36   6.95
155  4jia   9.22   8.29
156  2brb   4.86   6.20
157  2br1   5.14   6.37
158  3jvr   5.72   5.19
159  3jvs   6.54   6.62
160  1nvq   8.25   8.51
161  3acw   4.76   6.43
162  4ea2   6.44   6.04
163  2zcr   6.87   7.74
164  2zy1   7.40   6.43
165  2zcq   8.82   8.53
166  1bcu   3.28   3.55
167  3bv9   5.36   4.86
168  1oyt   7.24   6.91
169  2zda   8.40   6.99
170  3utu  10.92  10.16
171  3u9q   4.38   4.22
172  2yfe   6.63   6.45
173  3fur   8.00   9.46
174  3b1m   8.48   8.23
175  2p4y   9.00   6.56
176  3uo4   6.52   7.15
177  3up2   7.40   7.39
178  3e5a   8.23   7.44
179  2wtv   8.74   7.82
180  3myg  10.70   9.43
181  3kgp   2.57   2.99
182  1c5z   4.01   5.22
183  1o5b   5.77   7.15
184  1owh   7.40   7.38
185  1sqa   9.21   7.90
186  4jsz   2.30   2.61
187  3kwa   4.08   4.69
188  2weg   6.50   6.61
189  3ryj   7.80   7.99
190  3dd0   9.00   9.66
191  2xdl   3.10   5.75
192  3b27   5.16   6.29
193  1yc1   6.17   7.45
194  3rlr   7.52   8.41
195  2yki   9.46   8.75
196  1z95   7.12   6.68
197  3b68   8.40   7.37
198  3b5r   8.77   7.25
199  3b65   9.27   9.21
200  3g0w   9.52   9.30
201  4u4s   2.92   5.70
202  1p1q   4.89   5.58
203  1syi   5.44   6.76
204  1p1n   6.80   7.10
205  2al5   8.40   7.99
206  3g2z   2.36   3.06
207  3g31   2.89   4.32
208  4de2   4.12   4.22
209  4de3   5.52   4.32
210  4de1   5.96   5.68
211  1vso   4.72   5.67
212  4dld   5.82   7.14
213  3gbb   6.90   6.47
214  3fv2   8.11   8.16
215  3fv1   9.30  10.59
216  4mgd   4.69   5.90
217  2qe4   7.96   6.98
218  1qkt   9.04   5.95
219  2pog   9.54   6.45
220  2p15  10.30   8.71
221  2y5h   5.79   6.41
222  1lpg   7.09   7.37
223  2xbv   8.43   9.17
224  1z6e   9.72   9.53
225  1mq6  11.15   9.38
226  1nc3   5.00   7.81
227  1nc1   6.12   7.14
228  1y6r  10.11   8.87
229  4f2w  11.30  10.14
230  4f3c  11.82  11.47
231  1uto   2.27   4.05
232  4abg   3.57   4.84
233  3gy4   5.10   5.44
234  1k1i   6.58   6.56
235  1o3f   7.96   8.18
236  2yge   5.06   4.30
237  2fxs   6.06   6.21
238  2iwx   6.68   7.03
239  2wer   7.05   8.56
240  2vw5   8.52   7.68
241  4kzq   6.10   5.27
242  4kzu   6.50   6.66
243  4j21   7.41   6.21
244  4j3l   7.80   7.54
245  3kr8   8.10   6.01
246  2ymd   3.16   5.49
247  2wnc   6.32   6.64
248  2xys   7.42   7.48
249  2wn9   8.52   6.74
250  2x00  11.33   8.97
251  3ozt   4.13   4.15
252  3ozs   5.33   4.80
253  3oe5   6.88   7.80
254  3oe4   7.47   8.10
255  3nw9   9.00   5.94
256  3ao4   2.07   3.75
257  3zt2   2.84   3.46
258  3zsx   3.28   3.74
259  4cig   3.67   4.62
260  3zso   5.12   4.80
261  3n7a   3.70   6.32
262  4ciw   4.82   4.07
263  3n86   5.64   6.34
264  3n76   6.85   5.93
265  2xb8   7.59   4.73
266  4bkt   3.62   4.38
267  4w9c   4.65   4.98
268  4w9l   5.02   5.31
269  4w9i   5.96   5.56
270  4w9h   6.73   5.19
271  3nq9   4.03   3.81
272  3ueu   5.24   5.55
273  3uev   5.89   6.42
274  3uew   6.31   5.71
275  3uex   6.92   6.97
276  3lka   2.82   2.13
277  3ehy   5.85   4.95
278  3tsk   7.17   4.49
279  3nx7   8.10   7.58
280  4gr0   9.55   9.54
281  3dxg   2.40   4.01
282  3d6q   3.76   4.18
283  1w4o   5.22   5.89
284  1o0h   5.92   6.64
285  1u1b   7.80  10.54

Summary of the scoring power: ===================================
The regression equation: logKa = 1.02 + -0.08 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.864
Standard deviation in fitting (SD) = 1.09
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("'X-Score'_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("'X-Score'-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
