     code  logKa  score
230  4f3c  11.82  11.86
231  1uto   2.27   4.17
232  4abg   3.57   3.77
233  3gy4   5.10   4.12
234  1k1i   6.58   6.78
235  1o3f   7.96   8.01
236  2yge   5.06   5.47
237  2fxs   6.06   5.66
238  2iwx   6.68   6.59
239  2wer   7.05   7.91
240  2vw5   8.52   7.77
241  4kzq   6.10   5.47
242  4kzu   6.50   6.64
243  4j21   7.41   6.73
244  4j3l   7.80   7.93
245  3kr8   8.10   6.37
246  2ymd   3.16   5.03
247  2wnc   6.32   6.64
248  2xys   7.42   7.30
249  2wn9   8.52   6.61
250  2x00  11.33   8.16
251  3ozt   4.13   4.74
252  3ozs   5.33   4.73
253  3oe5   6.88   7.30
254  3oe4   7.47   7.63
255  3nw9   9.00   8.75
256  3ao4   2.07   3.93
257  3zt2   2.84   3.66
258  3zsx   3.28   4.59
259  4cig   3.67   4.08
260  3zso   5.12   5.23
261  3n7a   3.70   5.74
262  4ciw   4.82   5.59
263  3n86   5.64   6.59
264  3n76   6.85   6.53
265  2xb8   7.59   5.41
266  4bkt   3.62   4.41
267  4w9c   4.65   5.51
268  4w9l   5.02   6.48
269  4w9i   5.96   5.46
270  4w9h   6.73   6.60
271  3nq9   4.03   4.40
272  3ueu   5.24   5.58
273  3uev   5.89   6.49
274  3uew   6.31   6.29
275  3uex   6.92   6.58
276  3lka   2.82   2.44
277  3ehy   5.85   5.40
278  3tsk   7.17   6.28
279  3nx7   8.10   7.44
280  4gr0   9.55  12.03
281  3dxg   2.40   3.71
282  3d6q   3.76   3.72
283  1w4o   5.22   5.22
284  1o0h   5.92   6.67
285  1u1b   7.80   7.40

Summary of the scoring power: ===================================
The regression equation: logKa = 1.01 + -0.33 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.870
Standard deviation in fitting (SD) = 1.07
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("'X-Score'_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("'X-Score'-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
