     code  logKa  score
134  3ivg   4.30   5.13
135  3coz   5.57   5.54
136  3coy   6.02   6.63
137  3pxf   4.43   5.11
138  4eor   6.30   7.15
139  2xnb   6.83   7.23
140  1pxn   7.15   5.54
141  2fvd   8.52   7.72
142  4k77   6.63   6.00
143  4e5w   7.66   8.13
144  4ivb   8.72   8.77
145  4ivd   9.52   9.79
146  4ivc  10.00   9.81
147  4f09   6.70   6.50
148  4gfm   7.22   7.06
149  4hge   7.92   6.94
150  4e6q   8.36   7.42
151  4jia   9.22   7.97
152  2brb   4.86   6.32
153  2br1   5.14   6.53
154  3jvr   5.72   6.23
155  3jvs   6.54   6.70
156  1nvq   8.25   8.30
157  3acw   4.76   6.57
158  4ea2   6.44   6.51
159  2zcr   6.87   6.71
160  2zy1   7.40   6.39
161  2zcq   8.82   8.26
162  1bcu   3.28   3.39
163  3bv9   5.36   6.16
164  1oyt   7.24   6.92
165  2zda   8.40   6.83
166  3utu  10.92  10.79
167  3u9q   4.38   4.34
168  2yfe   6.63   6.19
169  3fur   8.00  10.21
170  3b1m   8.48   8.88
171  2p4y   9.00   7.45
172  3uo4   6.52   6.84
173  3up2   7.40   7.71
174  3e5a   8.23   7.85
175  2wtv   8.74   8.12
176  3myg  10.70   9.52
177  3kgp   2.57   2.85
178  1c5z   4.01   5.41
179  1o5b   5.77   7.43
180  1owh   7.40   7.87
181  1sqa   9.21   8.55
182  4jsz   2.30   2.74
183  3kwa   4.08   4.97
184  2weg   6.50   6.84
185  3ryj   7.80   7.87
186  3dd0   9.00   9.01
187  2xdl   3.10   6.13
188  3b27   5.16   5.59
189  1yc1   6.17   7.55
190  3rlr   7.52   7.97
191  2yki   9.46   9.40
192  1z95   7.12   7.98
193  3b68   8.40   8.49
194  3b5r   8.77   8.75
195  3b65   9.27   8.89
196  3g0w   9.52   9.70
197  4u4s   2.92   6.73
198  1p1q   4.89   6.19
199  1syi   5.44   7.83
200  1p1n   6.80   6.96
201  2al5   8.40   7.47
202  3g2z   2.36   3.35
203  3g31   2.89   4.27
204  4de2   4.12   4.57
205  4de3   5.52   5.46
206  4de1   5.96   5.40
207  1vso   4.72   5.58
208  4dld   5.82   6.43
209  3gbb   6.90   7.97
210  3fv2   8.11   8.87
211  3fv1   9.30  11.40
212  4mgd   4.69   6.08
213  2qe4   7.96   7.42
214  1qkt   9.04   5.59
215  2pog   9.54   6.27
216  2p15  10.30   9.36
217  2y5h   5.79   6.65
218  1lpg   7.09   8.13
219  2xbv   8.43   8.59
220  1z6e   9.72   9.59
221  1mq6  11.15  10.07
222  1nc3   5.00   7.62
223  1nc1   6.12   5.83
224  1y6r  10.11   8.10
225  4f2w  11.30  10.36
226  4f3c  11.82  11.44
227  1uto   2.27   4.11
228  4abg   3.57   4.06
229  3gy4   5.10   4.20
230  1k1i   6.58   6.93
231  1o3f   7.96   7.61
232  2yge   5.06   4.72
233  2fxs   6.06   5.29
234  2iwx   6.68   7.04
235  2wer   7.05   7.67
236  2vw5   8.52   7.50
237  4kzq   6.10   5.36
238  4kzu   6.50   6.75
239  4j21   7.41   6.74
240  4j3l   7.80   7.69
241  3kr8   8.10   6.30
242  2ymd   3.16   5.31
243  2wnc   6.32   6.66
244  2xys   7.42   7.24
245  2wn9   8.52   6.88
246  2x00  11.33   7.88
247  3ozt   4.13   4.32
248  3ozs   5.33   4.72
249  3oe5   6.88   7.11
250  3oe4   7.47   7.72
251  3nw9   9.00   8.00
252  3ao4   2.07   4.10
253  3zt2   2.84   3.50
254  3zsx   3.28   4.66
255  4cig   3.67   4.34
256  3zso   5.12   5.14
257  3n7a   3.70   5.58
258  4ciw   4.82   4.98
259  3n86   5.64   6.49
260  3n76   6.85   6.16
261  2xb8   7.59   5.91
262  4bkt   3.62   4.30
263  4w9c   4.65   5.54
264  4w9l   5.02   6.38
265  4w9i   5.96   5.31
266  4w9h   6.73   6.53
267  3nq9   4.03   4.37
268  3ueu   5.24   5.51
269  3uev   5.89   6.65
270  3uew   6.31   6.21
271  3uex   6.92   6.46
272  3lka   2.82   2.82
273  3ehy   5.85   5.34
274  3tsk   7.17   5.63
275  3nx7   8.10   7.38
276  4gr0   9.55  11.00
277  3dxg   2.40   3.65
278  3d6q   3.76   3.82
279  1w4o   5.22   4.96
280  1o0h   5.92   6.62
281  1u1b   7.80   7.61

Summary of the scoring power: ===================================
The regression equation: logKa = 1.06 + -0.61 * Score
Number of favorable sample (N) = 281
Pearson correlation coefficient (R) = 0.877
Standard deviation in fitting (SD) = 1.05
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("'BESTIE'_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,281,2);
for(i in 1:281);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("'BESTIE'-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
